Approve	Disapprove	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
40.0	46.0	14.0	cbs-times-23308	CBS/Times	2015-12-04	2015-12-08		Adults - independent			Live Phone	Nonpartisan	None
47.0	49.0		gallup-23284	Gallup	2015-12-05	2015-12-07		Adults	1500	3.0	Live Phone	Nonpartisan	None
38.0	59.0	3.0	morning-consult-23281	Morning Consult	2015-12-03	2015-12-07		Registered Voters	2047	2.0	Internet	Nonpartisan	None
70.0	25.0	4.0	morning-consult-23281	Morning Consult	2015-12-03	2015-12-07		Registered Voters - Democrat	682		Internet	Nonpartisan	None
11.0	89.0	1.0	morning-consult-23281	Morning Consult	2015-12-03	2015-12-07		Registered Voters - Republican	711		Internet	Nonpartisan	None
34.0	61.0	5.0	morning-consult-23281	Morning Consult	2015-12-03	2015-12-07		Registered Voters - independent	654		Internet	Nonpartisan	None
43.0	55.0		rasmussen-23275	Rasmussen	2015-12-03	2015-12-07		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
49.0	48.0		gallup-23274	Gallup	2015-12-04	2015-12-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	50.0	6.0	suffolk-usa-today-23278	Suffolk/USA Today	2015-12-02	2015-12-06		Likely Voters	1000	3.0	Live Phone	Nonpartisan	None
85.0	11.0	5.0	suffolk-usa-today-23278	Suffolk/USA Today	2015-12-02	2015-12-06		Likely Voters - Democrat	342	5.1	Live Phone	Nonpartisan	None
6.0	87.0	7.0	suffolk-usa-today-23278	Suffolk/USA Today	2015-12-02	2015-12-06		Likely Voters - Republican	307	5.2	Live Phone	Nonpartisan	None
39.0	54.0	8.0	suffolk-usa-today-23278	Suffolk/USA Today	2015-12-02	2015-12-06		Likely Voters - independent	337		Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-23273	Rasmussen	2015-12-02	2015-12-06		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
47.0	48.0		gallup-23265	Gallup	2015-12-03	2015-12-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	47.0		gallup-23264	Gallup	2015-12-02	2015-12-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	46.0	8.0	ibd-tipp-23271	IBD/TIPP	2015-11-30	2015-12-04		Adults	901	3.3	Live Phone	Nonpartisan	None
87.0	9.0	4.0	ibd-tipp-23271	IBD/TIPP	2015-11-30	2015-12-04		Adults - Democrat	306		Live Phone	Nonpartisan	None
10.0	86.0	4.0	ibd-tipp-23271	IBD/TIPP	2015-11-30	2015-12-04		Adults - Republican	261		Live Phone	Nonpartisan	None
37.0	51.0	12.0	ibd-tipp-23271	IBD/TIPP	2015-11-30	2015-12-04		Adults - independent	306		Live Phone	Nonpartisan	None
47.0	48.0		gallup-23261	Gallup	2015-12-01	2015-12-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-23259	Rasmussen	2015-12-01	2015-12-03		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
48.0	48.0	4.0	saint-leo-university-23287	Saint Leo University	2015-11-29	2015-12-03		Adults	1007	3.0	Internet	Nonpartisan	None
47.0	50.0		gallup-23257	Gallup	2015-11-30	2015-12-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-23254	Rasmussen	2015-11-30	2015-12-02		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
44.0	50.0	6.0	ipsos-reuters-23252	Ipsos/Reuters	2015-11-28	2015-12-02		Adults	1072	3.4	Internet	Nonpartisan	None
78.0	19.0	3.0	ipsos-reuters-23252	Ipsos/Reuters	2015-11-28	2015-12-02		Adults - Democrat	430	5.4	Internet	Nonpartisan	None
14.0	83.0	2.0	ipsos-reuters-23252	Ipsos/Reuters	2015-11-28	2015-12-02		Adults - Republican	385	5.7	Internet	Nonpartisan	None
24.0	71.0	5.0	ipsos-reuters-23252	Ipsos/Reuters	2015-11-28	2015-12-02		Adults - independent	145	9.3	Internet	Nonpartisan	None
46.0	50.0		gallup-23249	Gallup	2015-11-29	2015-12-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-23248	Rasmussen	2015-11-29	2015-12-01		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
45.0	53.0	3.0	cnn-23272	CNN	2015-11-27	2015-12-01		Adults	1020	3.0	Live Phone	Nonpartisan	None
83.0	16.0	1.0	cnn-23272	CNN	2015-11-27	2015-12-01		Adults - Democrat			Live Phone	Nonpartisan	None
9.0	91.0	0.0	cnn-23272	CNN	2015-11-27	2015-12-01		Adults - Republican			Live Phone	Nonpartisan	None
39.0	56.0	5.0	cnn-23272	CNN	2015-11-27	2015-12-01		Adults - independent			Live Phone	Nonpartisan	None
46.0	50.0		gallup-23246	Gallup	2015-11-28	2015-11-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	50.0		rasmussen-23245	Rasmussen	2015-11-24	2015-11-30		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
44.0	51.0	4.0	quinnipiac-23253	Quinnipiac	2015-11-23	2015-11-30		Registered Voters	1453	2.6	Live Phone	Nonpartisan	None
83.0	12.0	5.0	quinnipiac-23253	Quinnipiac	2015-11-23	2015-11-30		Registered Voters - Democrat			Live Phone	Nonpartisan	None
9.0	89.0	2.0	quinnipiac-23253	Quinnipiac	2015-11-23	2015-11-30		Registered Voters - Republican			Live Phone	Nonpartisan	None
41.0	54.0	5.0	quinnipiac-23253	Quinnipiac	2015-11-23	2015-11-30		Registered Voters - independent			Live Phone	Nonpartisan	None
47.0	47.0		gallup-23243	Gallup	2015-11-27	2015-11-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	49.0		rasmussen-23244	Rasmussen	2015-11-23	2015-11-29		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
46.0	48.0		gallup-23241	Gallup	2015-11-25	2015-11-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	49.0		gallup-23240	Gallup	2015-11-24	2015-11-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	51.0		gallup-23239	Gallup	2015-11-23	2015-11-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	53.0	6.0	ipsos-reuters-23238	Ipsos/Reuters	2015-11-21	2015-11-25		Adults	964	3.6	Internet	Nonpartisan	None
77.0	19.0	4.0	ipsos-reuters-23238	Ipsos/Reuters	2015-11-21	2015-11-25		Adults - Democrat	362	5.9	Internet	Nonpartisan	None
13.0	87.0	1.0	ipsos-reuters-23238	Ipsos/Reuters	2015-11-21	2015-11-25		Adults - Republican	352	6.0	Internet	Nonpartisan	None
26.0	69.0	6.0	ipsos-reuters-23238	Ipsos/Reuters	2015-11-21	2015-11-25		Adults - independent	129	9.8	Internet	Nonpartisan	None
44.0	51.0		gallup-23237	Gallup	2015-11-22	2015-11-24		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-23234	Rasmussen	2015-11-22	2015-11-24		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
42.0	52.0	6.0	gravis-marketing-oann-23235	Gravis Marketing/OANN	2015-11-23	2015-11-23		Registered Voters	1051	3.0	Automated Phone	Sponsor	Rep
44.0	52.0		gallup-23230	Gallup	2015-11-21	2015-11-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	50.0	5.0	yougov-economist-23236	YouGov/Economist	2015-11-19	2015-11-23		Adults	2000	3.1	Internet	Nonpartisan	None
78.0	20.0	2.0	yougov-economist-23236	YouGov/Economist	2015-11-19	2015-11-23		Adults - Democrat	760		Internet	Nonpartisan	None
6.0	93.0	1.0	yougov-economist-23236	YouGov/Economist	2015-11-19	2015-11-23		Adults - Republican	475		Internet	Nonpartisan	None
39.0	53.0	9.0	yougov-economist-23236	YouGov/Economist	2015-11-19	2015-11-23		Adults - independent	765		Internet	Nonpartisan	None
44.0	55.0		rasmussen-23229	Rasmussen	2015-11-19	2015-11-23		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
43.0	52.0		gallup-23220	Gallup	2015-11-20	2015-11-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	47.0	11.0	cbs-23226	CBS	2015-11-19	2015-11-22		Adults	1205	3.0	Live Phone	Nonpartisan	None
71.0	19.0	10.0	cbs-23226	CBS	2015-11-19	2015-11-22		Adults - Democrat			Live Phone	Nonpartisan	None
14.0	82.0	4.0	cbs-23226	CBS	2015-11-19	2015-11-22		Adults - Republican			Live Phone	Nonpartisan	None
37.0	47.0	16.0	cbs-23226	CBS	2015-11-19	2015-11-22		Adults - independent			Live Phone	Nonpartisan	None
43.0	56.0		rasmussen-23217	Rasmussen	2015-11-18	2015-11-22		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
45.0	52.0		gallup-23219	Gallup	2015-11-19	2015-11-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
43.0	54.0	3.0	arg-23221	ARG	2015-11-17	2015-11-20		Adults	1100	2.6	Live Phone	Nonpartisan	None
84.0	13.0	3.0	arg-23221	ARG	2015-11-17	2015-11-20		Adults - Democrat			Live Phone	Nonpartisan	None
5.0	91.0	4.0	arg-23221	ARG	2015-11-17	2015-11-20		Adults - Republican			Live Phone	Nonpartisan	None
35.0	63.0	2.0	arg-23221	ARG	2015-11-17	2015-11-20		Adults - independent			Live Phone	Nonpartisan	None
44.0	53.0		gallup-23218	Gallup	2015-11-17	2015-11-20		Adults	1500	3.0	Live Phone	Nonpartisan	None
43.0	55.0		rasmussen-23198	Rasmussen	2015-11-17	2015-11-19		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
46.0	50.0	4.0	abc-post-23225	ABC/Post	2015-11-16	2015-11-19		Adults	1003	3.5	Live Phone	Nonpartisan	None
40.0	54.0	6.0	fox-23216	FOX	2015-11-16	2015-11-19		Registered Voters	1016	3.0	Live Phone	Nonpartisan	None
78.0	17.0	5.0	fox-23216	FOX	2015-11-16	2015-11-19		Registered Voters - Democrat			Live Phone	Nonpartisan	None
9.0	87.0	4.0	fox-23216	FOX	2015-11-16	2015-11-19		Registered Voters - Republican			Live Phone	Nonpartisan	None
28.0	61.0	10.0	fox-23216	FOX	2015-11-16	2015-11-19		Registered Voters - independent			Live Phone	Nonpartisan	None
45.0	51.0		gallup-23200	Gallup	2015-11-16	2015-11-19		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	54.0		rasmussen-23177	Rasmussen	2015-11-16	2015-11-18		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
42.0	51.0	7.0	ipsos-reuters-23182	Ipsos/Reuters	2015-11-14	2015-11-18		Adults	3418	1.9	Internet	Nonpartisan	None
77.0	20.0	2.0	ipsos-reuters-23182	Ipsos/Reuters	2015-11-14	2015-11-18		Adults - Democrat	1275	3.5	Internet	Nonpartisan	None
15.0	83.0	1.0	ipsos-reuters-23182	Ipsos/Reuters	2015-11-14	2015-11-18		Adults - Republican	1299	3.1	Internet	Nonpartisan	None
31.0	60.0	9.0	ipsos-reuters-23182	Ipsos/Reuters	2015-11-14	2015-11-18		Adults - independent	459	5.2	Internet	Nonpartisan	None
43.0	52.0	5.0	ppp-d-23175	PPP (D)	2015-11-16	2015-11-17		Likely Voters	1360	2.7	IVR/Online	Pollster	Dem
77.0	17.0	6.0	ppp-d-23175	PPP (D)	2015-11-16	2015-11-17		Likely Voters - Democrat			IVR/Online	Pollster	Dem
7.0	92.0	2.0	ppp-d-23175	PPP (D)	2015-11-16	2015-11-17		Likely Voters - Republican			IVR/Online	Pollster	Dem
37.0	56.0	6.0	ppp-d-23175	PPP (D)	2015-11-16	2015-11-17		Likely Voters - independent			IVR/Online	Pollster	Dem
44.0	51.0	5.0	bloomberg-selzer-23172	Bloomberg/Selzer	2015-11-15	2015-11-17		Adults	1002	3.1	Live Phone	Nonpartisan	None
45.0	50.0		gallup-23171	Gallup	2015-11-15	2015-11-17		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-23170	Rasmussen	2015-11-15	2015-11-17		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
49.0	47.0		gallup-23164	Gallup	2015-11-14	2015-11-16		Adults	1500	3.0	Live Phone	Nonpartisan	None
41.0	56.0	3.0	morning-consult-23158	Morning Consult	2015-11-13	2015-11-16		Registered Voters	2001	2.0	Internet	Nonpartisan	None
78.0	21.0	1.0	morning-consult-23158	Morning Consult	2015-11-13	2015-11-16		Registered Voters - Democrat	730		Internet	Nonpartisan	None
11.0	88.0	1.0	morning-consult-23158	Morning Consult	2015-11-13	2015-11-16		Registered Voters - Republican	661		Internet	Nonpartisan	None
31.0	62.0	7.0	morning-consult-23158	Morning Consult	2015-11-13	2015-11-16		Registered Voters - independent	609		Internet	Nonpartisan	None
44.0	54.0		rasmussen-23159	Rasmussen	2015-11-12	2015-11-16		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
51.0	44.0		gallup-23153	Gallup	2015-11-13	2015-11-15		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	54.0		rasmussen-23151	Rasmussen	2015-11-11	2015-11-15		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
50.0	45.0		gallup-23150	Gallup	2015-11-12	2015-11-14		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	48.0		gallup-23149	Gallup	2015-11-11	2015-11-13		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	49.0		gallup-23136	Gallup	2015-11-10	2015-11-12		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0		rasmussen-23135	Rasmussen	2015-11-10	2015-11-12		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
47.0	49.0		gallup-23129	Gallup	2015-11-09	2015-11-11		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	52.0		rasmussen-23121	Rasmussen	2015-11-09	2015-11-11		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
43.0	50.0	8.0	ipsos-reuters-23166	Ipsos/Reuters	2015-11-07	2015-11-11		Adults	1586	2.8	Internet	Nonpartisan	None
78.0	20.0	2.0	ipsos-reuters-23166	Ipsos/Reuters	2015-11-07	2015-11-11		Adults - Democrat	609	4.5	Internet	Nonpartisan	None
10.0	89.0	1.0	ipsos-reuters-23166	Ipsos/Reuters	2015-11-07	2015-11-11		Adults - Republican	555	4.5	Internet	Nonpartisan	None
31.0	59.0	10.0	ipsos-reuters-23166	Ipsos/Reuters	2015-11-07	2015-11-11		Adults - independent	227	7.4	Internet	Nonpartisan	None
49.0	48.0		gallup-23118	Gallup	2015-11-08	2015-11-10		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-23113	Rasmussen	2015-11-08	2015-11-10		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
45.0	48.0	7.0	cbs-times-23132	CBS/Times	2015-11-06	2015-11-10		Adults	1495	3.0	Live Phone	Nonpartisan	None
48.0	49.0		gallup-23110	Gallup	2015-11-07	2015-11-09		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	48.0	7.0	yougov-economist-23109	YouGov/Economist	2015-11-05	2015-11-09		Adults	2000	3.0	Internet	Nonpartisan	None
81.0	14.0	6.0	yougov-economist-23109	YouGov/Economist	2015-11-05	2015-11-09		Adults - Democrat	751		Internet	Nonpartisan	None
9.0	90.0	2.0	yougov-economist-23109	YouGov/Economist	2015-11-05	2015-11-09		Adults - Republican	480		Internet	Nonpartisan	None
36.0	52.0	12.0	yougov-economist-23109	YouGov/Economist	2015-11-05	2015-11-09		Adults - independent	769		Internet	Nonpartisan	None
48.0	51.0		rasmussen-23102	Rasmussen	2015-11-05	2015-11-09		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
48.0	49.0		gallup-23100	Gallup	2015-11-06	2015-11-08		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	55.0	3.0	morning-consult-23107	Morning Consult	2015-11-05	2015-11-08		Registered Voters	4002	2.0	Internet	Nonpartisan	None
76.0	22.0	2.0	morning-consult-23107	Morning Consult	2015-11-05	2015-11-08		Registered Voters - Democrat	1459	2.3	Internet	Nonpartisan	None
9.0	89.0	2.0	morning-consult-23107	Morning Consult	2015-11-05	2015-11-08		Registered Voters - Republican	1237	2.4	Internet	Nonpartisan	None
35.0	59.0	6.0	morning-consult-23107	Morning Consult	2015-11-05	2015-11-08		Registered Voters - independent	1306		Internet	Nonpartisan	None
45.0	54.0		rasmussen-23097	Rasmussen	2015-11-04	2015-11-08		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
48.0	49.0		gallup-23099	Gallup	2015-11-05	2015-11-07		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	48.0		gallup-23098	Gallup	2015-11-04	2015-11-06		Adults	1500	3.0	Live Phone	Nonpartisan	None
49.0	47.0		gallup-23084	Gallup	2015-11-03	2015-11-05		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	54.0		rasmussen-23082	Rasmussen	2015-11-03	2015-11-05		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
49.0	48.0		gallup-23083	Gallup	2015-11-02	2015-11-04		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	55.0		rasmussen-23070	Rasmussen	2015-11-02	2015-11-04		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
42.0	52.0	6.0	ipsos-reuters-23076	Ipsos/Reuters	2015-10-31	2015-11-04		Adults	1636	2.8	Internet	Nonpartisan	None
77.0	20.0	3.0	ipsos-reuters-23076	Ipsos/Reuters	2015-10-31	2015-11-04		Adults - Democrat	629	4.5	Internet	Nonpartisan	None
9.0	88.0	3.0	ipsos-reuters-23076	Ipsos/Reuters	2015-10-31	2015-11-04		Adults - Republican	618	4.5	Internet	Nonpartisan	None
42.0	52.0	6.0	ipsos-reuters-23076	Ipsos/Reuters	2015-10-31	2015-11-04		Adults - independent	228	7.4	Internet	Nonpartisan	None
48.0	48.0	4.0	mcclatchy-marist-23155	McClatchy/Marist	2015-10-29	2015-11-04		Registered Voters	541	4.2	Live Phone	Nonpartisan	None
85.0	11.0	3.0	mcclatchy-marist-23155	McClatchy/Marist	2015-10-29	2015-11-04		Registered Voters - Democrat			Live Phone	Nonpartisan	None
8.0	89.0	3.0	mcclatchy-marist-23155	McClatchy/Marist	2015-10-29	2015-11-04		Registered Voters - Republican			Live Phone	Nonpartisan	None
45.0	51.0	4.0	mcclatchy-marist-23155	McClatchy/Marist	2015-10-29	2015-11-04		Registered Voters - independent			Live Phone	Nonpartisan	None
45.0	50.0	5.0	fox-23101	FOX	2015-11-01	2015-11-03		Registered Voters	1230	3.0	Live Phone	Nonpartisan	None
84.0	12.0	4.0	fox-23101	FOX	2015-11-01	2015-11-03		Registered Voters - Democrat			Live Phone	Nonpartisan	None
11.0	86.0	3.0	fox-23101	FOX	2015-11-01	2015-11-03		Registered Voters - Republican			Live Phone	Nonpartisan	None
27.0	62.0	11.0	fox-23101	FOX	2015-11-01	2015-11-03		Registered Voters - independent			Live Phone	Nonpartisan	None
46.0	52.0		rasmussen-23069	Rasmussen	2015-11-01	2015-11-03		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
49.0	47.0		gallup-23067	Gallup	2015-11-01	2015-11-03		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	53.0	1.0	usc-la-times-surveymonkey-23085	USC/LA Times/SurveyMonkey	2015-10-29	2015-11-03		Registered Voters	3035		Internet	Nonpartisan	None
84.0	15.0	1.0	usc-la-times-surveymonkey-23085	USC/LA Times/SurveyMonkey	2015-10-29	2015-11-03		Registered Voters - Democrat	936		Internet	Nonpartisan	None
11.0	89.0	0.0	usc-la-times-surveymonkey-23085	USC/LA Times/SurveyMonkey	2015-10-29	2015-11-03		Registered Voters - Republican	845		Internet	Nonpartisan	None
39.0	60.0	1.0	usc-la-times-surveymonkey-23085	USC/LA Times/SurveyMonkey	2015-10-29	2015-11-03		Registered Voters - independent	1181		Internet	Nonpartisan	None
48.0	48.0		gallup-23066	Gallup	2015-10-31	2015-11-02		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	54.0	5.0	quinnipiac-23116	Quinnipiac	2015-10-29	2015-11-02		Registered Voters	1144	2.9	Live Phone	Nonpartisan	None
81.0	12.0	7.0	quinnipiac-23116	Quinnipiac	2015-10-29	2015-11-02		Registered Voters - Democrat			Live Phone	Nonpartisan	None
7.0	92.0	2.0	quinnipiac-23116	Quinnipiac	2015-10-29	2015-11-02		Registered Voters - Republican			Live Phone	Nonpartisan	None
37.0	59.0	4.0	quinnipiac-23116	Quinnipiac	2015-10-29	2015-11-02		Registered Voters - independent			Live Phone	Nonpartisan	None
46.0	52.0		rasmussen-23068	Rasmussen	2015-10-29	2015-11-02		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
47.0	48.0		gallup-23046	Gallup	2015-10-30	2015-11-01		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	54.0	3.0	morning-consult-23056	Morning Consult	2015-10-29	2015-11-01		Registered Voters	2350	2.0	Internet	Nonpartisan	None
78.0	19.0	3.0	morning-consult-23056	Morning Consult	2015-10-29	2015-11-01		Registered Voters - Democrat	817	3.1	Internet	Nonpartisan	None
11.0	87.0	2.0	morning-consult-23056	Morning Consult	2015-10-29	2015-11-01		Registered Voters - Republican	761	3.2	Internet	Nonpartisan	None
36.0	59.0	6.0	morning-consult-23056	Morning Consult	2015-10-29	2015-11-01		Registered Voters - independent	772		Internet	Nonpartisan	None
49.0	49.0		rasmussen-23043	Rasmussen	2015-10-28	2015-11-01		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
43.0	53.0	4.0	zogby-internet-23112	Zogby (Internet)	2015-10-30	2015-10-31		Likely Voters	1002	3.2	Internet	Nonpartisan	None
77.0	20.0	3.0	zogby-internet-23112	Zogby (Internet)	2015-10-30	2015-10-31		Likely Voters - Democrat	381		Internet	Nonpartisan	None
13.0	86.0	1.0	zogby-internet-23112	Zogby (Internet)	2015-10-30	2015-10-31		Likely Voters - Republican	321		Internet	Nonpartisan	None
33.0	60.0	7.0	zogby-internet-23112	Zogby (Internet)	2015-10-30	2015-10-31		Likely Voters - independent	301		Internet	Nonpartisan	None
46.0	50.0		gallup-23045	Gallup	2015-10-29	2015-10-31		Adults	1500	3.0	Live Phone	Nonpartisan	None
44.0	51.0		gallup-23044	Gallup	2015-10-28	2015-10-30		Adults	1500	3.0	Live Phone	Nonpartisan	None
47.0	49.0		gallup-23033	Gallup	2015-10-27	2015-10-29		Adults	1500	3.0	Live Phone	Nonpartisan	None
51.0	48.0		rasmussen-23032	Rasmussen	2015-10-27	2015-10-29		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
45.0	49.0	6.0	nbc-wsj-23052	NBC/WSJ	2015-10-25	2015-10-29		Adults	1000	3.1	Live Phone	Nonpartisan	None
47.0	48.0		gallup-23027	Gallup	2015-10-26	2015-10-28		Adults	1500	3.0	Live Phone	Nonpartisan	None
50.0	48.0		rasmussen-23024	Rasmussen	2015-10-26	2015-10-28		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
43.0	50.0	7.0	ipsos-reuters-23026	Ipsos/Reuters	2015-10-24	2015-10-28		Adults	1678	2.7	Internet	Nonpartisan	None
74.0	23.0	3.0	ipsos-reuters-23026	Ipsos/Reuters	2015-10-24	2015-10-28		Adults - Democrat	676	4.3	Internet	Nonpartisan	None
12.0	86.0	2.0	ipsos-reuters-23026	Ipsos/Reuters	2015-10-24	2015-10-28		Adults - Republican	584	4.6	Internet	Nonpartisan	None
33.0	60.0	7.0	ipsos-reuters-23026	Ipsos/Reuters	2015-10-24	2015-10-28		Adults - independent	226	7.4	Internet	Nonpartisan	None
50.0	47.0		gallup-23015	Gallup	2015-10-25	2015-10-27		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	52.0		rasmussen-23007	Rasmussen	2015-10-25	2015-10-27		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
43.0	51.0	7.0	yougov-economist-23014	YouGov/Economist	2015-10-23	2015-10-27		Adults	2000	3.0	Internet	Nonpartisan	None
41.0	50.0	9.0	gravis-marketing-oann-23005	Gravis Marketing/OANN	2015-10-26	2015-10-26		Registered Voters	2606	2.0	Automated Phone	Sponsor	Rep
49.0	48.0		gallup-22999	Gallup	2015-10-24	2015-10-26		Adults	1500	3.0	Live Phone	Nonpartisan	None
45.0	53.0		rasmussen-22998	Rasmussen	2015-10-22	2015-10-26		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
47.0	49.0		gallup-22992	Gallup	2015-10-23	2015-10-25		Adults	1500	3.0	Live Phone	Nonpartisan	None
42.0	54.0	4.0	morning-consult-22994	Morning Consult	2015-10-22	2015-10-25		Registered Voters	1689	2.0	Internet	Nonpartisan	None
46.0	53.0		rasmussen-22988	Rasmussen	2015-10-21	2015-10-25		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
46.0	50.0		gallup-22991	Gallup	2015-10-22	2015-10-24		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	49.0		gallup-22990	Gallup	2015-10-21	2015-10-23		Adults	1500	3.0	Live Phone	Nonpartisan	None
46.0	50.0		gallup-22975	Gallup	2015-10-20	2015-10-22		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-22971	Rasmussen	2015-10-20	2015-10-22		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
50.0	47.0	2.0	saint-leo-university-23025	Saint Leo University	2015-10-17	2015-10-22		Adults	1005		Internet	Nonpartisan	None
45.0	50.0		gallup-22968	Gallup	2015-10-19	2015-10-21		Adults	1500	3.0	Live Phone	Nonpartisan	None
48.0	51.0		rasmussen-22967	Rasmussen	2015-10-19	2015-10-21		Likely Voters	1500	3.0	IVR/Online	Nonpartisan	None
42.0	51.0	7.0	ipsos-reuters-22974	Ipsos/Reuters	2015-10-17	2015-10-21		Adults	2214	2.4	Internet	Nonpartisan	None
75.0	20.0	5.0	ipsos-reuters-22974	Ipsos/Reuters	2015-10-17	2015-10-21		Adults - Democrat	873	3.8	Internet	Nonpartisan	None
